,,,,,
,,,,,
,,,,,
,,,,,
,AAPL,,,,
,,,,,
,Date,Close,,Date,Volume
,1/3/2017 16:00:00,241.57,,1/3/2017 16:00:00,4383716
,1/4/2017 16:00:00,243.13,,1/4/2017 16:00:00,2728709
,1/5/2017 16:00:00,241.32,,1/5/2017 16:00:00,3562065
,1/6/2017 16:00:00,244.9,,1/6/2017 16:00:00,3590833
,1/9/2017 16:00:00,242.89,,1/9/2017 16:00:00,3022091
,1/10/2017 16:00:00,242.57,,1/10/2017 16:00:00,3430704
,1/11/2017 16:00:00,245.76,,1/11/2017 16:00:00,3527455
,1/12/2017 16:00:00,243.84,,1/12/2017 16:00:00,4022228
,1/13/2017 16:00:00,244.3,,1/13/2017 16:00:00,4185876
,1/17/2017 16:00:00,235.74,,1/17/2017 16:00:00,6275714
,1/18/2017 16:00:00,234.29,,1/18/2017 16:00:00,7587524
,1/19/2017 16:00:00,231.41,,1/19/2017 16:00:00,4557257
,1/20/2017 16:00:00,232.2,,1/20/2017 16:00:00,5207057
,1/23/2017 16:00:00,232.67,,1/23/2017 16:00:00,3135719
,1/24/2017 16:00:00,233.68,,1/24/2017 16:00:00,4448141
,1/25/2017 16:00:00,237.25,,1/25/2017 16:00:00,3713142
,1/26/2017 16:00:00,239.58,,1/26/2017 16:00:00,4194569
,1/27/2017 16:00:00,236.95,,1/27/2017 16:00:00,3253027
,1/30/2017 16:00:00,233.9,,1/30/2017 16:00:00,3803018
,1/31/2017 16:00:00,229.32,,1/31/2017 16:00:00,5151566
,2/1/2017 16:00:00,230.67,,2/1/2017 16:00:00,4024142
,2/2/2017 16:00:00,230.41,,2/2/2017 16:00:00,2775561
,2/3/2017 16:00:00,240.95,,2/3/2017 16:00:00,7378939
,2/6/2017 16:00:00,239.98,,2/6/2017 16:00:00,4638732
,2/7/2017 16:00:00,239.62,,2/7/2017 16:00:00,2660079
,2/8/2017 16:00:00,237.73,,2/8/2017 16:00:00,2743651
,2/9/2017 16:00:00,241.55,,2/9/2017 16:00:00,3549336
,2/10/2017 16:00:00,242.72,,2/10/2017 16:00:00,3069774
,2/13/2017 16:00:00,246.27,,2/13/2017 16:00:00,2996845
,2/14/2017 16:00:00,249.46,,2/14/2017 16:00:00,4140670
,2/15/2017 16:00:00,250.54,,2/15/2017 16:00:00,4295827
,2/16/2017 16:00:00,249.44,,2/16/2017 16:00:00,2285792
,2/17/2017 16:00:00,250.38,,2/17/2017 16:00:00,3262324
,2/21/2017 16:00:00,251.76,,2/21/2017 16:00:00,2794893
,2/22/2017 16:00:00,251.73,,2/22/2017 16:00:00,2378506
,2/23/2017 16:00:00,251.19,,2/23/2017 16:00:00,2594532
,2/24/2017 16:00:00,247.35,,2/24/2017 16:00:00,3563902
,2/27/2017 16:00:00,249.33,,2/27/2017 16:00:00,2372958
,2/28/2017 16:00:00,248.06,,2/28/2017 16:00:00,3626634
,3/1/2017 16:00:00,252.71,,3/1/2017 16:00:00,5217760
,3/2/2017 16:00:00,251.06,,3/2/2017 16:00:00,3019247
,3/3/2017 16:00:00,252.89,,3/3/2017 16:00:00,3169239
,3/6/2017 16:00:00,252.01,,3/6/2017 16:00:00,2467007
,3/7/2017 16:00:00,250.9,,3/7/2017 16:00:00,2496595
,3/8/2017 16:00:00,250.24,,3/8/2017 16:00:00,3582303
,3/9/2017 16:00:00,250.18,,3/9/2017 16:00:00,3061177
,3/10/2017 16:00:00,248.38,,3/10/2017 16:00:00,3365103
,3/13/2017 16:00:00,248.16,,3/13/2017 16:00:00,1800806
,3/14/2017 16:00:00,247.72,,3/14/2017 16:00:00,2144141
,3/15/2017 16:00:00,246.78,,3/15/2017 16:00:00,3426492
,3/16/2017 16:00:00,248.22,,3/16/2017 16:00:00,2940620
,3/17/2017 16:00:00,243.94,,3/17/2017 16:00:00,5432761
,3/20/2017 16:00:00,242.14,,3/20/2017 16:00:00,2758866
,3/21/2017 16:00:00,233,,3/21/2017 16:00:00,5660085
,3/22/2017 16:00:00,231.07,,3/22/2017 16:00:00,6289130
,3/23/2017 16:00:00,231.9,,3/23/2017 16:00:00,4769079
,3/24/2017 16:00:00,228.41,,3/24/2017 16:00:00,6386455
,3/27/2017 16:00:00,225.48,,3/27/2017 16:00:00,9194497
,3/28/2017 16:00:00,229.33,,3/28/2017 16:00:00,4470927
,3/29/2017 16:00:00,228.45,,3/29/2017 16:00:00,2635667
,3/30/2017 16:00:00,231.22,,3/30/2017 16:00:00,3155745
,3/31/2017 16:00:00,229.72,,3/31/2017 16:00:00,2858114
,4/3/2017 16:00:00,228.96,,4/3/2017 16:00:00,3735259
,4/4/2017 16:00:00,229.26,,4/4/2017 16:00:00,3041842
,4/5/2017 16:00:00,227.66,,4/5/2017 16:00:00,5286020
,4/6/2017 16:00:00,228.64,,4/6/2017 16:00:00,2926860
,4/7/2017 16:00:00,227.88,,4/7/2017 16:00:00,2853257
,4/10/2017 16:00:00,228.89,,4/10/2017 16:00:00,2652894
,4/11/2017 16:00:00,227.74,,4/11/2017 16:00:00,3374674
,4/12/2017 16:00:00,225.75,,4/12/2017 16:00:00,2946884
,4/13/2017 16:00:00,223.32,,4/13/2017 16:00:00,3653590
,4/17/2017 16:00:00,226.26,,4/17/2017 16:00:00,4185156
,4/18/2017 16:00:00,215.59,,4/18/2017 16:00:00,12461764
,4/19/2017 16:00:00,214.09,,4/19/2017 16:00:00,6427420
,4/20/2017 16:00:00,218.06,,4/20/2017 16:00:00,5167876
,4/21/2017 16:00:00,216.86,,4/21/2017 16:00:00,3845673
,4/24/2017 16:00:00,223.22,,4/24/2017 16:00:00,5353471
,4/25/2017 16:00:00,226.63,,4/25/2017 16:00:00,3996101
,4/26/2017 16:00:00,226.2,,4/26/2017 16:00:00,3764356
,4/27/2017 16:00:00,225.81,,4/27/2017 16:00:00,2805046
,4/28/2017 16:00:00,223.8,,4/28/2017 16:00:00,2936589
,5/1/2017 16:00:00,224.85,,5/1/2017 16:00:00,3004121
,5/2/2017 16:00:00,225.12,,5/2/2017 16:00:00,2602378
,5/3/2017 16:00:00,226.31,,5/3/2017 16:00:00,3039481
,5/4/2017 16:00:00,226.59,,5/4/2017 16:00:00,2935335
,5/5/2017 16:00:00,226.87,,5/5/2017 16:00:00,2435823
,5/8/2017 16:00:00,225.03,,5/8/2017 16:00:00,2316789
,5/9/2017 16:00:00,223.76,,5/9/2017 16:00:00,2144914
,5/10/2017 16:00:00,224.88,,5/10/2017 16:00:00,2630391
,5/11/2017 16:00:00,224.76,,5/11/2017 16:00:00,2440345
,5/12/2017 16:00:00,222.82,,5/12/2017 16:00:00,2165220
,5/15/2017 16:00:00,225.12,,5/15/2017 16:00:00,2462831
,5/16/2017 16:00:00,225.6,,5/16/2017 16:00:00,1709165
,5/17/2017 16:00:00,213.72,,5/17/2017 16:00:00,7517964
,5/18/2017 16:00:00,215.16,,5/18/2017 16:00:00,4792351
,5/19/2017 16:00:00,215.39,,5/19/2017 16:00:00,3746148
,5/22/2017 16:00:00,216.02,,5/22/2017 16:00:00,2504188
,5/23/2017 16:00:00,219.64,,5/23/2017 16:00:00,3307485
,5/24/2017 16:00:00,223.83,,5/24/2017 16:00:00,4156034
,5/25/2017 16:00:00,222.47,,5/25/2017 16:00:00,2639747
,5/26/2017 16:00:00,223.53,,5/26/2017 16:00:00,1786609
,5/30/2017 16:00:00,218.42,,5/30/2017 16:00:00,3097257
,5/31/2017 16:00:00,211.26,,5/31/2017 16:00:00,8310619
,6/1/2017 16:00:00,215.01,,6/1/2017 16:00:00,4055200
,6/2/2017 16:00:00,213.31,,6/2/2017 16:00:00,3691367
,6/5/2017 16:00:00,213.99,,6/5/2017 16:00:00,2696594
,6/6/2017 16:00:00,214.53,,6/6/2017 16:00:00,2890973
,6/7/2017 16:00:00,215.78,,6/7/2017 16:00:00,2679395
,6/8/2017 16:00:00,218.76,,6/8/2017 16:00:00,3765185
,6/9/2017 16:00:00,222.44,,6/9/2017 16:00:00,4454802
,6/12/2017 16:00:00,221.91,,6/12/2017 16:00:00,3388146
,6/13/2017 16:00:00,224.2,,6/13/2017 16:00:00,2767059
,6/14/2017 16:00:00,226.51,,6/14/2017 16:00:00,3648104
,6/15/2017 16:00:00,223.23,,6/15/2017 16:00:00,3377951
,6/16/2017 16:00:00,221.81,,6/16/2017 16:00:00,3757970
,6/19/2017 16:00:00,226.13,,6/19/2017 16:00:00,2900389
,6/20/2017 16:00:00,225.1,,6/20/2017 16:00:00,2264168
,6/21/2017 16:00:00,222.49,,6/21/2017 16:00:00,3013495
,6/22/2017 16:00:00,219.77,,6/22/2017 16:00:00,3343596
,6/23/2017 16:00:00,217.19,,6/23/2017 16:00:00,4447662
,6/26/2017 16:00:00,220.44,,6/26/2017 16:00:00,2589455
,6/27/2017 16:00:00,220.28,,6/27/2017 16:00:00,2898741
,6/28/2017 16:00:00,223.22,,6/28/2017 16:00:00,3479766
,6/29/2017 16:00:00,224.41,,6/29/2017 16:00:00,5061525
,6/30/2017 16:00:00,221.9,,6/30/2017 16:00:00,3153524
,7/3/2017 16:00:00,227.28,,7/3/2017 16:00:00,2846554
,7/5/2017 16:00:00,228.04,,7/5/2017 16:00:00,2771793
,7/6/2017 16:00:00,226.69,,7/6/2017 16:00:00,3076358
,7/7/2017 16:00:00,225.28,,7/7/2017 16:00:00,2697081
,7/10/2017 16:00:00,225.84,,7/10/2017 16:00:00,2357261
,7/11/2017 16:00:00,226.95,,7/11/2017 16:00:00,2742720
,7/12/2017 16:00:00,227.39,,7/12/2017 16:00:00,2567180
,7/13/2017 16:00:00,230.4,,7/13/2017 16:00:00,2852202
,7/14/2017 16:00:00,228.6,,7/14/2017 16:00:00,3703123
,7/17/2017 16:00:00,229.26,,7/17/2017 16:00:00,2548862
,7/18/2017 16:00:00,223.31,,7/18/2017 16:00:00,6399538
,7/19/2017 16:00:00,222.87,,7/19/2017 16:00:00,4884134
,7/20/2017 16:00:00,222.3,,7/20/2017 16:00:00,3497268
,7/21/2017 16:00:00,220.18,,7/21/2017 16:00:00,3446620
,7/24/2017 16:00:00,218.18,,7/24/2017 16:00:00,3167464
,7/25/2017 16:00:00,221.58,,7/25/2017 16:00:00,3509370
,7/26/2017 16:00:00,222.25,,7/26/2017 16:00:00,2792257
,7/27/2017 16:00:00,221.48,,7/27/2017 16:00:00,2812484
,7/28/2017 16:00:00,223.61,,7/28/2017 16:00:00,2483133
,7/31/2017 16:00:00,225.33,,7/31/2017 16:00:00,1999595
,8/1/2017 16:00:00,227,,8/1/2017 16:00:00,2986259
,8/2/2017 16:00:00,226.27,,8/2/2017 16:00:00,1863250
,8/3/2017 16:00:00,223.99,,8/3/2017 16:00:00,2106262
,8/4/2017 16:00:00,229.79,,8/4/2017 16:00:00,3399833
,8/7/2017 16:00:00,232.92,,8/7/2017 16:00:00,3809749
,8/8/2017 16:00:00,232.05,,8/8/2017 16:00:00,3322068
,8/9/2017 16:00:00,231.01,,8/9/2017 16:00:00,2571046
,8/10/2017 16:00:00,225.5,,8/10/2017 16:00:00,3324289
,8/11/2017 16:00:00,224.15,,8/11/2017 16:00:00,2956501
,8/14/2017 16:00:00,227.36,,8/14/2017 16:00:00,2265572
,8/15/2017 16:00:00,227.59,,8/15/2017 16:00:00,1866913
,8/16/2017 16:00:00,225.61,,8/16/2017 16:00:00,2393798
,8/17/2017 16:00:00,221.42,,8/17/2017 16:00:00,3460207
,8/18/2017 16:00:00,222.15,,8/18/2017 16:00:00,3148723
,8/21/2017 16:00:00,220.79,,8/21/2017 16:00:00,2202970
,8/22/2017 16:00:00,223.58,,8/22/2017 16:00:00,2021209
,8/23/2017 16:00:00,222.74,,8/23/2017 16:00:00,2567206
,8/24/2017 16:00:00,222.99,,8/24/2017 16:00:00,2263028
,8/25/2017 16:00:00,222.47,,8/25/2017 16:00:00,2232270
,8/28/2017 16:00:00,220.35,,8/28/2017 16:00:00,2640672
,8/29/2017 16:00:00,219.96,,8/29/2017 16:00:00,2368792
,8/30/2017 16:00:00,222.42,,8/30/2017 16:00:00,2410427
,8/31/2017 16:00:00,223.74,,8/31/2017 16:00:00,2240611
,9/1/2017 16:00:00,225.88,,9/1/2017 16:00:00,2346755
,9/5/2017 16:00:00,217.78,,9/5/2017 16:00:00,5651133
,9/6/2017 16:00:00,218.83,,9/6/2017 16:00:00,3612762
,9/7/2017 16:00:00,215.84,,9/7/2017 16:00:00,3594437
,9/8/2017 16:00:00,217.21,,9/8/2017 16:00:00,3120862
,9/11/2017 16:00:00,221.06,,9/11/2017 16:00:00,2971497
,9/12/2017 16:00:00,225.95,,9/12/2017 16:00:00,3745441
,9/13/2017 16:00:00,226.56,,9/13/2017 16:00:00,2383468
,9/14/2017 16:00:00,226.85,,9/14/2017 16:00:00,1986555
,9/15/2017 16:00:00,225.22,,9/15/2017 16:00:00,4365560
,9/18/2017 16:00:00,227.53,,9/18/2017 16:00:00,2465376
,9/19/2017 16:00:00,228.91,,9/19/2017 16:00:00,1858009
,9/20/2017 16:00:00,229.79,,9/20/2017 16:00:00,2682173
,9/21/2017 16:00:00,231.29,,9/21/2017 16:00:00,1800417
,9/22/2017 16:00:00,231.03,,9/22/2017 16:00:00,1861770
,9/25/2017 16:00:00,230.26,,9/25/2017 16:00:00,2261753
,9/26/2017 16:00:00,229.94,,9/26/2017 16:00:00,1770007
,9/27/2017 16:00:00,234.76,,9/27/2017 16:00:00,3069728
,9/28/2017 16:00:00,235.47,,9/28/2017 16:00:00,2121841
,9/29/2017 16:00:00,237.19,,9/29/2017 16:00:00,1902308
,10/2/2017 16:00:00,240.65,,10/2/2017 16:00:00,2501172
,10/3/2017 16:00:00,241.62,,10/3/2017 16:00:00,2010771
,10/4/2017 16:00:00,240.31,,10/4/2017 16:00:00,1840210
,10/5/2017 16:00:00,246.06,,10/5/2017 16:00:00,3519765
,10/6/2017 16:00:00,246.02,,10/6/2017 16:00:00,2395630
,10/9/2017 16:00:00,242.8,,10/9/2017 16:00:00,2165180
,10/10/2017 16:00:00,242.6,,10/10/2017 16:00:00,2187050
,10/11/2017 16:00:00,242.4,,10/11/2017 16:00:00,2175706
,10/12/2017 16:00:00,239.8,,10/12/2017 16:00:00,2148150
,10/13/2017 16:00:00,238.53,,10/13/2017 16:00:00,2491012
,10/16/2017 16:00:00,242.41,,10/16/2017 16:00:00,2969192
,10/17/2017 16:00:00,236.09,,10/17/2017 16:00:00,7088445
,10/18/2017 16:00:00,242.03,,10/18/2017 16:00:00,4235853
,10/19/2017 16:00:00,239.99,,10/19/2017 16:00:00,2710875
,10/20/2017 16:00:00,244.73,,10/20/2017 16:00:00,3022769
,10/23/2017 16:00:00,242.13,,10/23/2017 16:00:00,1963295
,10/24/2017 16:00:00,244.84,,10/24/2017 16:00:00,2285251
,10/25/2017 16:00:00,241.71,,10/25/2017 16:00:00,2904307
,10/26/2017 16:00:00,241.72,,10/26/2017 16:00:00,1948825
,10/27/2017 16:00:00,241.71,,10/27/2017 16:00:00,2111903
,10/30/2017 16:00:00,240.89,,10/30/2017 16:00:00,1764451
,10/31/2017 16:00:00,242.48,,10/31/2017 16:00:00,2658731
,11/1/2017 16:00:00,244.26,,11/1/2017 16:00:00,2969572
,11/2/2017 16:00:00,246.88,,11/2/2017 16:00:00,2509072
,11/3/2017 16:00:00,244.4,,11/3/2017 16:00:00,1954583
,11/6/2017 16:00:00,243.49,,11/6/2017 16:00:00,1744764
,11/7/2017 16:00:00,239.81,,11/7/2017 16:00:00,2483904
,11/8/2017 16:00:00,241.25,,11/8/2017 16:00:00,2349780
,11/9/2017 16:00:00,240.79,,11/9/2017 16:00:00,2123010
,11/10/2017 16:00:00,240.15,,11/10/2017 16:00:00,1845619
,11/13/2017 16:00:00,240.27,,11/13/2017 16:00:00,1953911
,11/14/2017 16:00:00,237.24,,11/14/2017 16:00:00,3000194
,11/15/2017 16:00:00,237.61,,11/15/2017 16:00:00,2564130
,11/16/2017 16:00:00,239.37,,11/16/2017 16:00:00,2304336
,11/17/2017 16:00:00,238.02,,11/17/2017 16:00:00,2826379
,11/20/2017 16:00:00,238.13,,11/20/2017 16:00:00,2000660
,11/21/2017 16:00:00,238.02,,11/21/2017 16:00:00,2223847
,11/22/2017 16:00:00,236.43,,11/22/2017 16:00:00,2177237
,11/24/2017 13:00:00,235.95,,11/24/2017 13:00:00,1268608
,11/27/2017 16:00:00,235.11,,11/27/2017 16:00:00,1999613
,11/28/2017 16:00:00,239.41,,11/28/2017 16:00:00,3212932
,11/29/2017 16:00:00,241.36,,11/29/2017 16:00:00,4500022
,11/30/2017 16:00:00,247.64,,11/30/2017 16:00:00,6364574
,12/1/2017 16:00:00,248.95,,12/1/2017 16:00:00,4765370
,12/4/2017 16:00:00,250.65,,12/4/2017 16:00:00,3326126
,12/5/2017 16:00:00,248.33,,12/5/2017 16:00:00,2526845
,12/6/2017 16:00:00,245.95,,12/6/2017 16:00:00,2331424
,12/7/2017 16:00:00,248.56,,12/7/2017 16:00:00,2666989
,12/8/2017 16:00:00,250.35,,12/8/2017 16:00:00,1959075
,12/11/2017 16:00:00,250.13,,12/11/2017 16:00:00,1494228
,12/12/2017 16:00:00,257.68,,12/12/2017 16:00:00,3464242
,12/13/2017 16:00:00,255.56,,12/13/2017 16:00:00,3482341
,12/14/2017 16:00:00,255.48,,12/14/2017 16:00:00,3353191
,12/15/2017 16:00:00,257.17,,12/15/2017 16:00:00,5283374
,12/18/2017 16:00:00,260.02,,12/18/2017 16:00:00,2575573
,12/19/2017 16:00:00,256.48,,12/19/2017 16:00:00,2195500
,12/20/2017 16:00:00,255.18,,12/20/2017 16:00:00,2052359
,12/21/2017 16:00:00,261.01,,12/21/2017 16:00:00,3337818
,12/22/2017 16:00:00,258.97,,12/22/2017 16:00:00,2100623
,12/26/2017 16:00:00,257.72,,12/26/2017 16:00:00,1289310
,12/27/2017 16:00:00,255.95,,12/27/2017 16:00:00,1567928
,12/28/2017 16:00:00,256.5,,12/28/2017 16:00:00,1301165
,12/29/2017 16:00:00,254.76,,12/29/2017 16:00:00,2519253
,1/2/2018 16:00:00,255.67,,1/2/2018 16:00:00,2258261
,1/3/2018 16:00:00,253.29,,1/3/2018 16:00:00,2988206
,1/4/2018 16:00:00,256.83,,1/4/2018 16:00:00,2583204
,1/5/2018 16:00:00,255.52,,1/5/2018 16:00:00,2594712
,1/8/2018 16:00:00,251.81,,1/8/2018 16:00:00,2940546
,1/9/2018 16:00:00,253.94,,1/9/2018 16:00:00,2637346
,1/10/2018 16:00:00,254.33,,1/10/2018 16:00:00,2927210
,1/11/2018 16:00:00,255.13,,1/11/2018 16:00:00,2422405
,1/12/2018 16:00:00,257.03,,1/12/2018 16:00:00,2849176
,1/16/2018 16:00:00,258.46,,1/16/2018 16:00:00,4445460
,1/17/2018 16:00:00,253.65,,1/17/2018 16:00:00,8608134
,1/18/2018 16:00:00,250.97,,1/18/2018 16:00:00,4984536
,1/19/2018 16:00:00,256.12,,1/19/2018 16:00:00,4643375
,1/22/2018 16:00:00,261.52,,1/22/2018 16:00:00,5264672
,1/23/2018 16:00:00,260.09,,1/23/2018 16:00:00,4003561
,1/24/2018 16:00:00,265.68,,1/24/2018 16:00:00,4313964
,1/25/2018 16:00:00,269.03,,1/25/2018 16:00:00,5054952
,1/26/2018 16:00:00,268.14,,1/26/2018 16:00:00,3535395
,1/29/2018 16:00:00,272.48,,1/29/2018 16:00:00,3881092
,1/30/2018 16:00:00,268.94,,1/30/2018 16:00:00,3970433
,1/31/2018 16:00:00,267.89,,1/31/2018 16:00:00,3710160
,2/1/2018 16:00:00,272.23,,2/1/2018 16:00:00,3388237
,2/2/2018 16:00:00,260.04,,2/2/2018 16:00:00,5913920
,2/5/2018 16:00:00,249.11,,2/5/2018 16:00:00,6528467
,2/6/2018 16:00:00,258.7,,2/6/2018 16:00:00,6739908
,2/7/2018 16:00:00,257.1,,2/7/2018 16:00:00,4125037
,2/8/2018 16:00:00,246.35,,2/8/2018 16:00:00,4166152
,2/9/2018 16:00:00,249.3,,2/9/2018 16:00:00,5978553
,2/12/2018 16:00:00,253.16,,2/12/2018 16:00:00,3692544
,2/13/2018 16:00:00,255.53,,2/13/2018 16:00:00,2700493
,2/14/2018 16:00:00,262.58,,2/14/2018 16:00:00,3793777
,2/15/2018 16:00:00,267.68,,2/15/2018 16:00:00,3523083
,2/16/2018 16:00:00,267.62,,2/16/2018 16:00:00,2602502
,2/20/2018 16:00:00,264.89,,2/20/2018 16:00:00,2618423
,2/21/2018 16:00:00,263.4,,2/21/2018 16:00:00,3017869
,2/22/2018 16:00:00,261.43,,2/22/2018 16:00:00,2678880
,2/23/2018 16:00:00,266.77,,2/23/2018 16:00:00,2507056
,2/26/2018 16:00:00,271.26,,2/26/2018 16:00:00,2751367
,2/27/2018 16:00:00,267.93,,2/27/2018 16:00:00,3140609
,2/28/2018 16:00:00,262.93,,2/28/2018 16:00:00,3104329
,3/1/2018 16:00:00,256.78,,3/1/2018 16:00:00,3483534
,3/2/2018 16:00:00,258.12,,3/2/2018 16:00:00,3122826
,3/5/2018 16:00:00,263.12,,3/5/2018 16:00:00,2445846
,3/6/2018 16:00:00,266.93,,3/6/2018 16:00:00,2217341
,3/7/2018 16:00:00,265.35,,3/7/2018 16:00:00,2509352
,3/8/2018 16:00:00,266.34,,3/8/2018 16:00:00,2565359
,3/9/2018 16:00:00,270.77,,3/9/2018 16:00:00,4410571
,3/12/2018 16:00:00,273.38,,3/12/2018 16:00:00,3065557
,3/13/2018 16:00:00,268.53,,3/13/2018 16:00:00,2288103
,3/14/2018 16:00:00,264.43,,3/14/2018 16:00:00,2478684
,3/15/2018 16:00:00,266.61,,3/15/2018 16:00:00,2255191
,3/16/2018 16:00:00,267.6,,3/16/2018 16:00:00,4114368
,3/19/2018 16:00:00,262.53,,3/19/2018 16:00:00,2426864
,3/20/2018 16:00:00,263.19,,3/20/2018 16:00:00,1514754
,3/21/2018 16:00:00,261.85,,3/21/2018 16:00:00,2817633
,3/22/2018 16:00:00,252.6,,3/22/2018 16:00:00,4489285
,3/23/2018 16:00:00,245.26,,3/23/2018 16:00:00,3634249
,3/26/2018 16:00:00,254.88,,3/26/2018 16:00:00,3787177
,3/27/2018 16:00:00,247.26,,3/27/2018 16:00:00,2981484
,3/28/2018 16:00:00,249.37,,3/28/2018 16:00:00,2660194
,3/29/2018 16:00:00,251.86,,3/29/2018 16:00:00,3073925
,4/2/2018 16:00:00,247.35,,4/2/2018 16:00:00,3429894
,4/3/2018 16:00:00,250.58,,4/3/2018 16:00:00,2488166
,4/4/2018 16:00:00,252.62,,4/4/2018 16:00:00,2853211
,4/5/2018 16:00:00,255.81,,4/5/2018 16:00:00,1924810
,4/6/2018 16:00:00,249.97,,4/6/2018 16:00:00,3621939
,4/9/2018 16:00:00,252.19,,4/9/2018 16:00:00,3256691
,4/10/2018 16:00:00,256.57,,4/10/2018 16:00:00,3314641
,4/11/2018 16:00:00,252.94,,4/11/2018 16:00:00,3321982
,4/12/2018 16:00:00,259.59,,4/12/2018 16:00:00,3059104
,4/13/2018 16:00:00,255.92,,4/13/2018 16:00:00,3026173
,4/16/2018 16:00:00,257.88,,4/16/2018 16:00:00,3257417
,4/17/2018 16:00:00,253.63,,4/17/2018 16:00:00,10134395
,4/18/2018 16:00:00,254,,4/18/2018 16:00:00,4524761
,4/19/2018 16:00:00,254.17,,4/19/2018 16:00:00,3990014
,4/20/2018 16:00:00,251.96,,4/20/2018 16:00:00,2930638
,4/23/2018 16:00:00,246.67,,4/23/2018 16:00:00,3775874
,4/24/2018 16:00:00,242.49,,4/24/2018 16:00:00,4705066
,4/25/2018 16:00:00,239.23,,4/25/2018 16:00:00,5041420
,4/26/2018 16:00:00,240.09,,4/26/2018 16:00:00,2891094
,4/27/2018 16:00:00,239.8,,4/27/2018 16:00:00,2136781
,4/30/2018 16:00:00,238.33,,4/30/2018 16:00:00,2790458
,5/1/2018 16:00:00,236.67,,5/1/2018 16:00:00,3269793
,5/2/2018 16:00:00,234.05,,5/2/2018 16:00:00,3710850
,5/3/2018 16:00:00,233.41,,5/3/2018 16:00:00,4511425
,5/4/2018 16:00:00,234.94,,5/4/2018 16:00:00,2622252
,5/7/2018 16:00:00,237.2,,5/7/2018 16:00:00,1979446
,5/8/2018 16:00:00,237,,5/8/2018 16:00:00,3267002
,5/9/2018 16:00:00,241.73,,5/9/2018 16:00:00,2434002
,5/10/2018 16:00:00,243.44,,5/10/2018 16:00:00,2598955
,5/11/2018 16:00:00,242.92,,5/11/2018 16:00:00,1540146
,5/14/2018 16:00:00,243.91,,5/14/2018 16:00:00,1928526
,5/15/2018 16:00:00,241.56,,5/15/2018 16:00:00,2165705
,5/16/2018 16:00:00,240.96,,5/16/2018 16:00:00,1965177
,5/17/2018 16:00:00,239.1,,5/17/2018 16:00:00,2462688
,5/18/2018 16:00:00,237,,5/18/2018 16:00:00,2698990
,5/21/2018 16:00:00,237.7,,5/21/2018 16:00:00,1951741
,5/22/2018 16:00:00,238,,5/22/2018 16:00:00,2551478
,5/23/2018 16:00:00,237.81,,5/23/2018 16:00:00,3114002
,5/24/2018 16:00:00,236.1,,5/24/2018 16:00:00,2308658
,5/25/2018 16:00:00,235.01,,5/25/2018 16:00:00,1985610
,5/29/2018 16:00:00,227.03,,5/29/2018 16:00:00,5323609
,5/30/2018 16:00:00,229.16,,5/30/2018 16:00:00,3348589
,5/31/2018 16:00:00,229.16,,5/31/2018 16:00:00,10760
,6/1/2018 16:00:00,228.35,,6/1/2018 16:00:00,3330852
,6/4/2018 16:00:00,229.89,,6/4/2018 16:00:00,2133594
,6/5/2018 16:00:00,228.34,,6/5/2018 16:00:00,1986219
,6/6/2018 16:00:00,232.23,,6/6/2018 16:00:00,2566410
,6/7/2018 16:00:00,233.45,,6/7/2018 16:00:00,2904959
,6/8/2018 16:00:00,233.39,,6/8/2018 16:00:00,2253128
,6/11/2018 16:00:00,234.09,,6/11/2018 16:00:00,1936809
,6/12/2018 16:00:00,232.63,,6/12/2018 16:00:00,2079981
,6/13/2018 16:00:00,233.83,,6/13/2018 16:00:00,3637425
,6/14/2018 16:00:00,233.65,,6/14/2018 16:00:00,2899565
,6/15/2018 16:00:00,231.92,,6/15/2018 16:00:00,4738084
,6/18/2018 16:00:00,231.39,,6/18/2018 16:00:00,2327485
,6/19/2018 16:00:00,228.32,,6/19/2018 16:00:00,3326561
,6/20/2018 16:00:00,227.82,,6/20/2018 16:00:00,2678291
,6/21/2018 16:00:00,226.98,,6/21/2018 16:00:00,3094630
,6/22/2018 16:00:00,226.02,,6/22/2018 16:00:00,2892218
,6/25/2018 16:00:00,221.54,,6/25/2018 16:00:00,3817727
,6/26/2018 16:00:00,221.58,,6/26/2018 16:00:00,2692887
,6/27/2018 16:00:00,220.18,,6/27/2018 16:00:00,3104188
,6/28/2018 16:00:00,223.42,,6/28/2018 16:00:00,3072630
,6/29/2018 16:00:00,220.57,,6/29/2018 16:00:00,3395263
,7/2/2018 16:00:00,223.26,,7/2/2018 16:00:00,1723244
,7/3/2018 13:00:00,220.38,,7/3/2018 13:00:00,1204376
,7/5/2018 16:00:00,220.74,,7/5/2018 16:00:00,2218550
,7/6/2018 16:00:00,221.79,,7/6/2018 16:00:00,1846534
,7/9/2018 16:00:00,227.99,,7/9/2018 16:00:00,2743874
,7/10/2018 16:00:00,226.85,,7/10/2018 16:00:00,2524839
,7/11/2018 16:00:00,225.66,,7/11/2018 16:00:00,2527030
,7/12/2018 16:00:00,227.22,,7/12/2018 16:00:00,2223060
,7/13/2018 16:00:00,226.41,,7/13/2018 16:00:00,2543722
,7/16/2018 16:00:00,231.44,,7/16/2018 16:00:00,3271217
,7/17/2018 16:00:00,231.02,,7/17/2018 16:00:00,9280184
